"Wykaz refundowanych leków, srodków spozywczych specjalnego przeznaczenia zywieniowego oraz wyrobów medycznych.",,,,,,,,,,,,,
1. Leki refundowane dostepne w aptece na recepte w ca_ym zakresie zarejestrowanych wskazan i przeznaczen lub we wskazaniu okreslonym stanem klinicznym,,,,,,,,,,,,,
lp,Substancja czynna,"Nazwa, posta_ i dawka leku, _rodka spo_ywczego specjalnego przeznaczenia _ywieniowego albo wyrobu medycznego",Zawarto__ opakowania,Kod EAN lub inny kod odpowiadaj_cy kodowi EAN,Termin wej_cia w _ycie decyzji,Okres obowi_zywania decyzji,Grupa limitowa,Urz_dowa cena zbytu,Cena detaliczna,Wysoko__ limitu finansowania,Zakres wskaza_ obj_tych refundacj_,Poziom odp_atno_ci,Wysoko__ dop_aty _wiadczeniobiorcy
463,Carvedilolum,"Vivacor, tabl. , 25 mg",30 tabl. (3 blist.po 10 szt.),5909990687862,2012-01-01,2 lata,"40.0, Leki beta-adrenolityczne - selektywne - do stosowania doustnego",19.85,22.27,3.6,Udokumentowana niewydolno__ serca w klasach NYHA II – NYHA IV,30%,19.75
464,Carvedilolum,"Vivacor, tabl. , 25 mg",60 tabl. (6 blist.po 10 szt.),5909990687879,2012-01-01,2 lata,"40.0, Leki beta-adrenolityczne - selektywne - do stosowania doustnego",39.7,44.52,7.2,Udokumentowana niewydolno__ serca w klasach NYHA II – NYHA IV,30%,39.48
465,Carvedilolum,"Vivacor , tabl. , 6,25 mg",30 tabl. (3 blist.al.po 10 szt.),5909990687886,2012-01-01,2 lata,"40.0, Leki beta-adrenolityczne - selektywne - do stosowania doustnego",15.03,16.34,0.9,Udokumentowana niewydolno__ serca w klasach NYHA II – NYHA IV,30%,15.71
466,Carvedilolum,"Vivacor , tabl. , 6,25 mg",60 tabl. (6 blist.po 10 szt.),5909990687893,2012-01-01,2 lata,"40.0, Leki beta-adrenolityczne - selektywne - do stosowania doustnego",30.07,32.69,1.8,Udokumentowana niewydolno__ serca w klasach NYHA II – NYHA IV,30%,31.43
467,Carvedilolum,"Vivacor, tabl. , 12,5 mg",30 tabl. (3 blist.po 10 szt.),5909990687909,2012-01-01,2 lata,"40.0, Leki beta-adrenolityczne - selektywne - do stosowania doustnego",17.18,18.9,1.8,Udokumentowana niewydolno__ serca w klasach NYHA II – NYHA IV,30%,17.64
468,Carvedilolum,"Vivacor, tabl. , 12,5 mg",60 tabl. (6 blist.po 10 szt.),5909990687930,2012-01-01,2 lata,"40.0, Leki beta-adrenolityczne - selektywne - do stosowania doustnego",34.37,37.8,3.6,Udokumentowana niewydolno__ serca w klasach NYHA II – NYHA IV,30%,35.28
469,Carvedilolum,"Vivacor, tabl. , 12,5 mg",30 tabl. (1 blist.po 30 szt.),5909990789924,2012-01-01,2 lata,"40.0, Leki beta-adrenolityczne - selektywne - do stosowania doustnego",17.18,18.9,1.8,Udokumentowana niewydolno__ serca w klasach NYHA II – NYHA IV,30%,17.64
470,Carvedilolum,"Vivacor, tabl. , 12,5 mg",60 tabl. (2 blist.po 30 szt.),5909990789931,2012-01-01,2 lata,"40.0, Leki beta-adrenolityczne - selektywne - do stosowania doustnego",34.37,37.8,3.6,Udokumentowana niewydolno__ serca w klasach NYHA II – NYHA IV,30%,35.28
471,Carvedilolum,"Vivacor, tabl. , 25 mg",30 tabl. (1 blist.po 30 szt.),5909990790029,2012-01-01,2 lata,"40.0, Leki beta-adrenolityczne - selektywne - do stosowania doustnego",19.85,22.27,3.6,Udokumentowana niewydolno__ serca w klasach NYHA II – NYHA IV,30%,19.75
472,Carvedilolum,"Vivacor, tabl. , 25 mg",60 tabl. (2 blist.po 30 szt.),5909990790036,2012-01-01,2 lata,"40.0, Leki beta-adrenolityczne - selektywne - do stosowania doustnego",39.7,44.52,7.2,Udokumentowana niewydolno__ serca w klasach NYHA II – NYHA IV,30%,39.48
473,Cefaclorum,"CECLOR , granulat do sporz_dzania zawiesiny doustnej, 125/5 mg/ml","75 ml (47,6 g)",5909990137411,2012-01-01,2 lata,"90.3, Antybiotyki cefalosporynowe do stosowania doustnego - p_ynne postacie farmaceutyczne",15.95,18,2.89,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,50%,16.56
474,Cefaclorum,"CECLOR , granulat do sporz_dzania zawiesiny doustnej, 125/5 mg/ml","100 ml (63,47 g)",5909990137428,2012-01-01,2 lata,"90.3, Antybiotyki cefalosporynowe do stosowania doustnego - p_ynne postacie farmaceutyczne",20.89,23.6,3.85,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,50%,21.68
475,Cefaclorum,"CECLOR , granulat do sporz_dzania zawiesiny doustnej, 250/5 mg/ml","75 ml (47,6 g)",5909990137510,2012-01-01,2 lata,"90.3, Antybiotyki cefalosporynowe do stosowania doustnego - p_ynne postacie farmaceutyczne",32.32,36.47,5.77,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,50%,33.59
476,Cefaclorum,"CECLOR , granulat do sporz_dzania zawiesiny doustnej, 250/5 mg/ml","100 ml (63,47 g)",5909990137527,2012-01-01,2 lata,"90.3, Antybiotyki cefalosporynowe do stosowania doustnego - p_ynne postacie farmaceutyczne",37.92,42.95,7.7,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,50%,39.1
477,Cefaclorum,"CECLOR , granulat do sporz_dzania zawiesiny doustnej, 375/5 mg/ml","75 ml (47,6 g)",5909990775910,2012-01-01,2 lata,"90.3, Antybiotyki cefalosporynowe do stosowania doustnego - p_ynne postacie farmaceutyczne",39.93,45.34,8.66,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,50%,41.01
478,Cefaclorum,"CECLOR , granulat do sporz_dzania zawiesiny doustnej, 375/5 mg/ml","100 ml (63,47 g)",5909990775927,2012-01-01,2 lata,"90.3, Antybiotyki cefalosporynowe do stosowania doustnego - p_ynne postacie farmaceutyczne",47.79,54.45,11.55,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,50%,48.68
479,Cefaclorum,"CECLOR MR, tabl. powl. o przed_u_onym uwalnianiu, 375 mg",10 tabl. (blister),5909990676514,2012-01-01,2 lata,"90.2, Antybiotyki cefalosporynowe do stosowania doustnego - sta_e postacie farmaceutyczne",24.76,30.52,15.39,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,50%,22.83
480,Cefaclorum,"CECLOR MR, tabl. powl. o przed_u_onym uwalnianiu, 500 mg",10 tabl. (blister),5909990676613,2012-01-01,2 lata,"90.2, Antybiotyki cefalosporynowe do stosowania doustnego - sta_e postacie farmaceutyczne",26.38,33.08,20.52,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,50%,22.82
481,Cefaclorum,"CECLOR MR, tabl. powl. o przed_u_onym uwalnianiu, 500 mg",14 tabl. (blistry),5909990676620,2012-01-01,2 lata,"90.2, Antybiotyki cefalosporynowe do stosowania doustnego - sta_e postacie farmaceutyczne",36.95,45.55,28.73,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,50%,31.19
482,Cefaclorum,"CECLOR MR, tabl. powl. o przed_u_onym uwalnianiu, 750 mg",10 tabl. (blister),5909990676712,2012-01-01,2 lata,"90.2, Antybiotyki cefalosporynowe do stosowania doustnego - sta_e postacie farmaceutyczne",44.22,53.58,30.78,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,50%,38.19
483,Cefaclorum,"Vercef, kaps. , 500 mg",15 kaps. (blist.),5909990453511,2012-01-01,2 lata,"90.2, Antybiotyki cefalosporynowe do stosowania doustnego - sta_e postacie farmaceutyczne",27,35.16,30.78,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,50%,19.77
484,Cefaclorum,"Vercef, granulat do sporz_dzania zawiesiny doustnej, 250/5 mg/ml","75 ml (37,5 g)",5909990453610,2012-01-01,2 lata,"90.3, Antybiotyki cefalosporynowe do stosowania doustnego - p_ynne postacie farmaceutyczne",30.24,34.24,5.77,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,50%,31.36
485,Cefaclorum,"Vercef, granulat do sporz_dzania zawiesiny doustnej, 250/5 mg/ml",100 ml (50 g),5909990453627,2012-01-01,2 lata,"90.3, Antybiotyki cefalosporynowe do stosowania doustnego - p_ynne postacie farmaceutyczne",30.24,34.74,7.7,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,50%,30.89
486,Cefaclorum,"Vercef, granulat do sporz_dzania zawiesiny doustnej, 125/5 mg/ml","75 ml (37,5 g)",5909990732111,2012-01-01,2 lata,"90.3, Antybiotyki cefalosporynowe do stosowania doustnego - p_ynne postacie farmaceutyczne",14.58,16.54,2.89,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,50%,15.1
487,Cefaclorum,"Vercef, granulat do sporz_dzania zawiesiny doustnej, 125/5 mg/ml",100 ml (50 g),5909990732128,2012-01-01,2 lata,"90.3, Antybiotyki cefalosporynowe do stosowania doustnego - p_ynne postacie farmaceutyczne",14.58,16.86,3.85,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,50%,14.94
488,Cefadroxilum,"Biodroxil, granulat do sporz_dzania zawiesiny doustnej, 0,25 g/5ml",60 ml (45 g),5909990780211,2012-01-01,2 lata,"90.3, Antybiotyki cefalosporynowe do stosowania doustnego - p_ynne postacie farmaceutyczne",7.72,11.58,11.55,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,50%,5.81
489,Cefadroxilum,"Biodroxil, granulat do sporz_dzania zawiesiny doustnej, 0,5 g/5ml",60 ml (45 g),5909990780310,2012-01-01,2 lata,"90.3, Antybiotyki cefalosporynowe do stosowania doustnego - p_ynne postacie farmaceutyczne",12.42,16.61,11.55,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,50%,10.84
490,Cefadroxilum,"Biodroxil, kaps. , 0,5 g",12 kaps.,5909990780419,2012-01-01,2 lata,"90.2, Antybiotyki cefalosporynowe do stosowania doustnego - sta_e postacie farmaceutyczne",11.88,16.22,12.31,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,50%,10.07
491,Cefadroxilum,"Biodroxil, kaps. , 1 g",12 tabl.,5909990780518,2012-01-01,2 lata,"90.2, Antybiotyki cefalosporynowe do stosowania doustnego - sta_e postacie farmaceutyczne",19.31,26.18,24.62,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,50%,13.87
492,Cefadroxilum,"Duracef, proszek do sporz_dzania zawiesiny doustnej, 250 mg/5ml",60 ml,5909990050819,2012-01-01,2 lata,"90.3, Antybiotyki cefalosporynowe do stosowania doustnego - p_ynne postacie farmaceutyczne",9.67,13.66,11.55,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,50%,7.89
493,Cefadroxilum,"Duracef, proszek do sporz_dzania zawiesiny doustnej, 250 mg/5ml",100 ml,5909990050826,2012-01-01,2 lata,"90.3, Antybiotyki cefalosporynowe do stosowania doustnego - p_ynne postacie farmaceutyczne",18.86,24.8,19.25,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,50%,15.18
494,Cefadroxilum,"Duracef, proszek do sporz_dzania zawiesiny doustnej, 500 mg/5ml",60 ml,5909990050918,2012-01-01,2 lata,"90.3, Antybiotyki cefalosporynowe do stosowania doustnego - p_ynne postacie farmaceutyczne",16.61,23.03,23.03,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,50%,11.52
495,Cefadroxilum,"Duracef, proszek do sporz_dzania zawiesiny doustnej, 500 mg/5ml",100 ml,5909990050925,2012-01-01,2 lata,"90.3, Antybiotyki cefalosporynowe do stosowania doustnego - p_ynne postacie farmaceutyczne",29.25,38.49,38.49,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,50%,19.25
496,Cefadroxilum,"Duracef, kaps., 500 1mg",12 kaps.,5909990051113,2012-01-01,2 lata,"90.2, Antybiotyki cefalosporynowe do stosowania doustnego - sta_e postacie farmaceutyczne",14.87,19.42,12.31,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,50%,13.27
497,Cefadroxilum,"Duracef, kaps., 500 1mg",20 kaps.,5909990051120,2012-01-01,2 lata,"90.2, Antybiotyki cefalosporynowe do stosowania doustnego - sta_e postacie farmaceutyczne",27.37,34.13,20.52,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,50%,23.87
498,Cefadroxilum,"Duracef, tabl. do sporz_dzania zawiesiny doustnej, 1 1g",10 tabl.,5909990764617,2012-01-01,2 lata,"90.2, Antybiotyki cefalosporynowe do stosowania doustnego - sta_e postacie farmaceutyczne",23.6,30.1,20.52,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,50%,19.84
499,Cefalexinum,"CEFALEKSYNA TZF, kaps. twarde, 500 mg",16 kaps. (1 blist.po 16 szt.),5909990657216,2012-01-01,2 lata,"90.2, Antybiotyki cefalosporynowe do stosowania doustnego - sta_e postacie farmaceutyczne",18.85,24.34,16.42,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,50%,16.13
500,Cefalexinum,"Keflex, kaps. , 250 mg",12 kaps.,5909990070213,2012-01-01,2 lata,"90.2, Antybiotyki cefalosporynowe do stosowania doustnego - sta_e postacie farmaceutyczne",7.02,9.52,6.16,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,50%,6.44
501,Cefalexinum,"Keflex, kaps. , 500 mg",12 kaps.,5909990070312,2012-01-01,2 lata,"90.2, Antybiotyki cefalosporynowe do stosowania doustnego - sta_e postacie farmaceutyczne",14.58,19.12,12.31,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,50%,12.97
502,Cefalexinum,"Keflex, granulat do sporz_dzania zawiesiny doustnej, 250 mg/5ml","60 ml (38,1g granulatu)",5909990070411,2012-01-01,2 lata,"90.3, Antybiotyki cefalosporynowe do stosowania doustnego - p_ynne postacie farmaceutyczne",13.5,15.2,2.31,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,50%,14.05
503,Cefuroximum,"Biofuroksym, proszek do sporz_dzania roztworu lub zawiesiny do wstrzykiwa_, 750 mg",1 fiol.a 17 ml,5909990059416,2012-01-01,2 lata,"90.1, Antybiotyki cefalosporynowe do stosowania pozajelitowego",5.71,8.15,5.79,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,50%,5.26
504,Cefuroximum,"Biofuroksym, proszek do sporz_dzania roztworu do wstrzykiwa_, 1,5 g",1 fiol.a 26 ml,5909990059515,2012-01-01,2 lata,"90.1, Antybiotyki cefalosporynowe do stosowania pozajelitowego",10.51,14.79,11.59,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,50%,9
505,Cefuroximum,"Biofuroksym, proszek do sporz_dzania roztworu lub zawiesiny do wstrzykiwa_, 250 mg",1 fiol.a 10ml,5909990806812,2012-01-01,2 lata,"90.1, Antybiotyki cefalosporynowe do stosowania pozajelitowego",3.38,4.3,1.93,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,50%,3.34
506,Cefuroximum,"Biofuroksym, proszek do sporz_dzania roztworu lub zawiesiny do wstrzykiwa_, 500 mg",1 fiol.a 17ml,5909990806911,2012-01-01,2 lata,"90.1, Antybiotyki cefalosporynowe do stosowania pozajelitowego",5,6.71,3.86,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,50%,4.78
507,Cefuroximum,"Bioracef, tabl. powl., 500 mg",10 tabl. (2 blist.po 5 szt.),5909990063697,2012-01-01,2 lata,"90.2, Antybiotyki cefalosporynowe do stosowania doustnego - sta_e postacie farmaceutyczne",33.48,43.35,41.04,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,50%,22.83
508,Cefuroximum,"Bioracef, tabl. powl., 500 mg",14 tabl. (2 blist.po 7 szt.),5909990063703,2012-01-01,2 lata,"90.2, Antybiotyki cefalosporynowe do stosowania doustnego - sta_e postacie farmaceutyczne",46.44,58.88,57.46,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,50%,30.15
509,Cefuroximum,"Bioracef, tabl. powl., 125 mg",10 tabl. (2 blist.po 5 szt.),5909990063727,2012-01-01,2 lata,"90.2, Antybiotyki cefalosporynowe do stosowania doustnego - sta_e postacie farmaceutyczne",14.26,18.26,10.26,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,50%,13.13
510,Cefuroximum,"Bioracef, tabl. powl., 125 mg",14 tabl. (2 blist.po 7 szt.),5909990063734,2012-01-01,2 lata,"90.2, Antybiotyki cefalosporynowe do stosowania doustnego - sta_e postacie farmaceutyczne",17.28,22.34,14.36,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,50%,15.16
511,Cefuroximum,"Bioracef, tabl. powl., 250 mg",10 tabl. (2 blist.po 5 szt.),5909990063840,2012-01-01,2 lata,"90.2, Antybiotyki cefalosporynowe do stosowania doustnego - sta_e postacie farmaceutyczne",25.6,32.24,20.52,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,50%,21.98
512,Cefuroximum,"Bioracef, tabl. powl., 250 mg",14 tabl. (2 blist.po 7 szt.),5909990063857,2012-01-01,2 lata,"90.2, Antybiotyki cefalosporynowe do stosowania doustnego - sta_e postacie farmaceutyczne",31.32,39.53,28.73,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,50%,25.17
513,Cefuroximum,"Ceroxim, tabl. , 250 mg/5ml","50 ml (46,2 g) (pr.)",5909991009113,2012-01-01,2 lata,"90.3, Antybiotyki cefalosporynowe do stosowania doustnego - p_ynne postacie farmaceutyczne",27.35,31.64,7.7,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,50%,27.79
514,Cefuroximum,"Ceroxim, tabl. , 250 mg/5ml","100 ml (88,2 g) (prosz.)",5909991009120,2012-01-01,2 lata,"90.3, Antybiotyki cefalosporynowe do stosowania doustnego - p_ynne postacie farmaceutyczne",55.3,63.17,15.4,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,50%,55.47
515,Cefuroximum,"Ceroxim, tabl. , 125 mg/5ml","50 ml (46,2 g) (pr.)",5909991009212,2012-01-01,2 lata,"90.3, Antybiotyki cefalosporynowe do stosowania doustnego - p_ynne postacie farmaceutyczne",15.18,17.5,3.85,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,50%,15.58
516,Cefuroximum,"Ceroxim, zawiesina doustna, 125 mg/5ml","100 ml (88,2 g) (prosz.)",5909991009229,2012-01-01,2 lata,"90.3, Antybiotyki cefalosporynowe do stosowania doustnego - p_ynne postacie farmaceutyczne",27.35,31.64,7.7,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,50%,27.79
517,Cefuroximum,"Ceroxim, tabl. , 250 mg",10 tabl. (blister),5909991010614,2012-01-01,2 lata,"90.2, Antybiotyki cefalosporynowe do stosowania doustnego - sta_e postacie farmaceutyczne",18.85,25.02,20.52,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,50%,14.76
518,Cefuroximum,"Ceroxim, tabl. , 250 mg",20 tabl. (2 blist.po 10 szt.),5909991010621,2012-01-01,2 lata,"90.2, Antybiotyki cefalosporynowe do stosowania doustnego - sta_e postacie farmaceutyczne",38.31,48.51,41.04,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,50%,27.99
519,Cefuroximum,"Ceroxim, tabl. , 500 mg",10 tabl. (blister),5909991012519,2012-01-01,2 lata,"90.2, Antybiotyki cefalosporynowe do stosowania doustnego - sta_e postacie farmaceutyczne",31.97,41.73,41.04,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,50%,21.21
520,Cefuroximum,"Ceroxim, tabl. , 500 mg",20 tabl. (2 blist.po 10 szt.),5909991012526,2012-01-01,2 lata,"90.2, Antybiotyki cefalosporynowe do stosowania doustnego - sta_e postacie farmaceutyczne",66.2,82.04,82.04,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,50%,41.02
521,Cefuroximum,"Novocef, tabl. powl., 0,25 g",10 tabl.,5909991033811,2012-01-01,2 lata,"90.2, Antybiotyki cefalosporynowe do stosowania doustnego - sta_e postacie farmaceutyczne",18.79,24.96,20.52,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,50%,14.7
522,Cefuroximum,"Novocef, tabl. powl., 0,5 g",10 tabl.,5909991034016,2012-01-01,2 lata,"90.2, Antybiotyki cefalosporynowe do stosowania doustnego - sta_e postacie farmaceutyczne",31.86,41.62,41.04,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,50%,21.1
523,Cefuroximum,"TARSIME, proszek do sporz_dzania roztworu do wstrzykiwa_ i infuzji, 1,5 g",1 fiol.a 20ml,5909990442812,2012-01-01,2 lata,"90.1, Antybiotyki cefalosporynowe do stosowania pozajelitowego",6.67,10.68,10.68,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,50%,5.34
524,Cefuroximum,"TARSIME, proszek do sporz_dzania roztworu / zawiesiny do wstrzykiwa_, 750 mg",1 fiol.a 20ml,5909990442911,2012-01-01,2 lata,"90.1, Antybiotyki cefalosporynowe do stosowania pozajelitowego",3.41,5.69,5.69,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,50%,2.85
525,Cefuroximum,"Xorimax 125, tabl. dra_owane, 0,125 g",10 tabl. (blister),5909990224890,2012-01-01,2 lata,"90.2, Antybiotyki cefalosporynowe do stosowania doustnego - sta_e postacie farmaceutyczne",10.8,14.57,10.26,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,50%,9.44
526,Cefuroximum,"Xorimax 250, tabl. dra_owane, 0,25 g",10 tabl. (blister),5909990224951,2012-01-01,2 lata,"90.2, Antybiotyki cefalosporynowe do stosowania doustnego - sta_e postacie farmaceutyczne",18.36,24.5,20.52,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,50%,14.24
527,Cefuroximum,"Xorimax 500, tabl. dra_owane, 0,5 g",10 tabl. (blister),5909990224456,2012-01-01,2 lata,"90.2, Antybiotyki cefalosporynowe do stosowania doustnego - sta_e postacie farmaceutyczne",31.32,41.04,41.04,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,50%,20.52
528,Cefuroximum,"ZINACEF, proszek do sporz_dzania zawiesiny do wstrzykiwa_ lub roztworu do wstrzykiwa_ i infuzji, 750 mg",10 fiol.,5909990069828,2012-01-01,2 lata,"90.1, Antybiotyki cefalosporynowe do stosowania pozajelitowego",48.6,61.62,57.95,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,50%,32.65
529,Cefuroximum,"ZINACEF, proszek do sporz_dzania roztworu do wstrzykiwa_ i infuzji, 1500 mg",10 fiol.,5909990069927,2012-01-01,2 lata,"90.1, Antybiotyki cefalosporynowe do stosowania pozajelitowego",95.58,115.89,115.89,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,50%,57.95
530,Cefuroximum,"ZINNAT, granulat do sporz_dzania zawiesiny doustnej, 125 mg/5ml","50 ml (42,20g granulatu)",5909990051335,2012-01-01,2 lata,"90.3, Antybiotyki cefalosporynowe do stosowania doustnego - p_ynne postacie farmaceutyczne",15.12,17.43,3.85,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,50%,15.51
531,Cefuroximum,"ZINNAT, granulat do sporz_dzania zawiesiny doustnej, 125 mg/5ml","100 ml (84,40g granulatu)",5909990051342,2012-01-01,2 lata,"90.3, Antybiotyki cefalosporynowe do stosowania doustnego - p_ynne postacie farmaceutyczne",28.08,32.42,7.7,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,50%,28.57
532,Cefuroximum,"ZINNAT, tabl. powl., 125 mg",10 tabl. (2 blist.po 5 szt.),5909990083213,2012-01-01,2 lata,"90.2, Antybiotyki cefalosporynowe do stosowania doustnego - sta_e postacie farmaceutyczne",15.12,19.19,10.26,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,50%,14.06
533,Cefuroximum,"ZINNAT, tabl. powl., 250 mg",10 tabl.,5909990083312,2012-01-01,2 lata,"90.2, Antybiotyki cefalosporynowe do stosowania doustnego - sta_e postacie farmaceutyczne",26.46,33.17,20.52,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,50%,22.91
534,Cefuroximum,"ZINNAT, tabl. powl., 500 mg",10 tabl.,5909990083411,2012-01-01,2 lata,"90.2, Antybiotyki cefalosporynowe do stosowania doustnego - sta_e postacie farmaceutyczne",38.88,49.13,41.04,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,50%,28.61
535,Cefuroximum,"ZINNAT, granulat do sporz_dzania zawiesiny doustnej, 250 mg/5ml","50 ml (39,98 g granulatu)",5909990468812,2012-01-01,2 lata,"90.3, Antybiotyki cefalosporynowe do stosowania doustnego - p_ynne postacie farmaceutyczne",28.08,32.42,7.7,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,50%,28.57
